Source,A1-2,A10,A11,A19DI,A19M,A23a,A23b,A23c,A24d,A32,A32V,A3a,A3b,A45,A46D,A47L,A4ab,A4c,A6DC,A6DR,A6M,A6Va,A8C,A8aD,A8aV,A8b,A9,AIP,AuA1,AuCM,AuCPB,AuML,AuRT,LIP,MIP,MST,OPt,PE,PEC,PF,PFG,PG,PGM,PGa-IPa,S2E,TE3,TEO,TPO,V1,V2,V3A,V4,V4T,V5,V6
AuA1,9.55748829208e-05,0.0005349980343169999,0.0,0.0,0.0,0.00014839877719400002,0.00150350182704,3.76463501863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00197659709045,0.0,0.0,0.0,0.0,0.000249274342689,0.0,0.000241866350982,0.0,0.00156161272005,9.72615163402e-05,0.0,0.0,0.0,0.0,0.13976987287999998,0.0855292541313,0.12973259769200002,0.0891222261222,0.00117370892019,0.0,0.0,0.0021490722297899997,0.0,0.0,0.0,0.00035654860946000003,0.0009257443816980001,0.0,0.0005490885130680001,0.00144900439376,0.0,0.0,0.0848143344572,0.000285492869738,0.0,0.0,0.0,0.0005904930617070001,0.0,0.0
AuCM,0.00191149765842,0.0021314703811199996,0.0,0.0,0.0,0.0005935951087760001,0.00716191370757,0.0007152806535410001,0.0,0.0,0.0,0.0004911084052180001,0.0025971004333000002,8.252527336499999e-05,0.0017394054395999997,8.8012673825e-06,7.78721836232e-05,0.0008496176720479999,0.0,0.0009413214552969999,0.0,0.0015955596922599998,0.000819672131148,0.0035033090584899998,9.66518058749e-05,0.0,8.82690440463e-05,0.000645989217585,0.045961917268500005,0.0,0.0033497096918299997,0.060035483750800006,0.029409028221,0.0,0.0007662835249039999,0.0,0.00807212496069,0.000569476082005,0.0,0.0003445899379740001,0.00143526112552,0.00956480268192,4.60893211043e-05,0.0005490885130680001,0.000552944429085,0.000245344373449,4.094668741300001e-05,0.07216099991239999,0.00046038671589500004,0.0,0.0,0.0,0.00023952658313599996,8.5910652921e-05,0.0
AuCPB,0.0,0.0133256068034,0.0005310204442869999,0.0,0.0,8.90392663164e-05,0.000463715926957,0.0,0.0,0.0,0.00036224227971099995,0.0,0.0,0.000247575820095,0.013266134728399999,0.00019543991715599996,0.0,0.0,0.0,0.000740058273224,0.0,3.18066157761e-05,0.0,0.00908574673481,0.0004387002918680001,0.00236791984541,0.0,0.000105797714769,0.105712409718,0.0946217320032,0.0,0.13233765507099998,0.117467074619,0.00469483568075,0.0,6.43542055473e-05,0.00044231650214499995,0.0,0.0,0.0,0.0,0.00042088530031099994,0.0,0.0181199209313,5.52944429085e-05,0.00894446266074,4.094668741300001e-05,0.0793176519329,7.70178681454e-05,0.0,0.0,0.0,4.59516588549e-05,0.0,0.0
AuML,0.0,0.00127877893051,0.0,0.0,0.0,0.0,0.00012192507739299999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00371600253004,0.0,0.0,0.0,0.0,0.000286150516433,0.0,3.18066157761e-05,0.0,0.00166492631829,0.0,0.000505403934375,0.0,0.0,0.423506237689,0.0240635430399,0.225100491291,0.0,0.07623777465260001,0.00117370892019,0.0,0.0,5.24163958486e-05,0.0,0.0,0.0,0.0,0.00023014387566599998,0.0,0.00032945310784099997,0.0,0.00016772895001700004,0.0,0.0332820432937,0.000209048499252,0.0,0.0,0.0,0.0,0.00036752527128400004,0.0
AuRT,0.0,0.00015819704049799998,8.85034073812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315167432699,0.00013770853006,0.0960250111657,0.00060148958594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010981770261399999,9.34841544358e-05,0.0,0.0,0.0035297629767399997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIP,0.00012743317722799997,0.000226238801547,0.00336312948048,0.015173505739500001,0.011216056670600001,0.0381700652909,0.0218746912058,0.0,3.66622671946e-05,0.0,0.0,0.0,0.0,0.0007014648236019999,0.00020822054720400003,0.00569579335442,0.00035449735651399997,0.0,0.000108131487889,0.0498987039157,0.0,0.000667938931298,0.0321957264032,0.0033305838753899994,0.010576295860399999,0.000142032703825,8.82690440463e-05,0.07922663854989999,0.0,0.0008262511803589999,0.0,7.56944970101e-05,0.0,0.0,0.0,0.00212368878306,0.212566340427,0.000284738041002,0.016292788635200003,0.0024504173367,0.0228587275176,0.10805485918800001,0.0813992787018,0.0,0.0,0.013937263678500001,0.0,0.0012502500500099999,0.006037629026010001,0.0067370917394,0.11361181862099999,0.00566873616878,0.0033363794114099994,0.007370801337,0.00357339809792
MIP,0.0,0.0,0.0,0.0335136561552,0.000590318772137,0.00556093007978,0.00634906247751,0.0,0.0,0.0,0.0,0.0,0.0,0.0023519702909,0.0,0.000447069160099,5.84282792872e-05,0.00042480883602399996,0.0,0.0148046432062,0.0,0.000481973169838,0.00848001466813,0.000490556781948,0.0296736123397,1.94386128606e-05,0.0,0.0324488448537,0.0,3.93452943028e-05,0.0,4.77520712461e-05,0.0,0.059761900012,0.0,0.0,0.0160195691155,0.0,0.131024519443,7.6575541772e-05,0.0009507962918939999,0.0136049455927,0.0381953393521,0.0,0.0,4.33651344319e-05,0.0,0.0,0.0019948969472699998,0.000705929364999,0.0642442327877,0.00683569467375,0.0129644933282,0.00654770291744,0.0625306418102
MST,0.00152919812673,0.00276727422675,0.000177006814762,0.00250692703523,0.0017709563164100002,0.00388152934135,0.0070960726343199994,0.000112939050559,0.00021997360316799996,0.0,0.0,0.000100207094662,0.0,0.00651949659583,0.00261363211625,0.0033187239365500003,0.0005489363998740001,0.0008496176720479999,0.0,0.0033409398901900005,0.0,0.005276755966810001,0.0025615129819,0.00185007481885,0.0133946282211,0.00011278722222499999,8.82690440463e-05,0.0063522258577200005,0.0604070912672,0.0511077842912,0.00379633765074,0.0334117512274,0.00572681573633,0.0136817719347,0.0068965517241400005,0.0,0.0937189278398,0.0,0.00333079176532,0.00210582739873,0.0376260392412,0.08094861351,0.0014279576633399998,0.051065231715400006,0.00180502989206,0.00595296457126,0.000122840062239,0.0746269745308,0.0113420576815,0.00373487133303,0.00832539277402,0.00611319937912,0.117242503225,0.31221285700999996,0.00419711095065
OPt,0.0,0.000127665007022,0.00172581644393,0.011215199894399999,0.0188902007084,0.0202587668267,0.00836264246028,0.0,0.0,0.0,0.0,0.0,0.0,0.0014029296472000002,0.000812060134094,0.00419467772026,1.9443904336e-05,0.0,0.0,0.0144227114346,0.0,0.000897218707053,0.014211670483999999,0.000141964792731,0.0104337823457,9.19455682236e-05,0.00132403566069,0.046531514670599995,0.0,0.0014361032420499998,0.0,4.91075346264e-05,0.0,0.172154503983,0.00153256704981,0.18418173627599999,0.0,0.000284738041002,0.00481560255227,0.007848993031630001,0.07413964503430001,0.16994551608300001,0.016672239149499998,0.0,5.52944429085e-05,0.00366663257085,0.0,0.00140028005601,0.007872663506279999,0.0072364673005100005,0.0188033171308,0.05036783515869999,0.00039547324469799995,0.00629095715725,0.009913384329979999
PE,0.165408264042,0.0,4.42517036906e-05,0.00052777411268,0.0,0.0165613035349,0.050059102812199996,0.060911794601499994,0.029775443968,0.0,0.0,0.0994009561098,0.012998575061299998,0.0113884877244,2.08220547204e-05,0.0008401322136789998,0.18621122606499999,0.0327102803738,0.201261094642,0.0347037006874,0.0310397477897,0.0361691033507,0.059284094392999996,0.00273503434981,0.014325033408899998,7.091595041560001e-06,0.0,0.07833531185110001,0.0,0.00149512118351,0.0,0.0,0.0,0.00243594475256,0.09425287356319999,0.00437608597722,0.00534732297132,0.0,0.23492114450800003,0.205605329658,0.141877806598,0.0171806849988,0.0,0.00010981770261399999,0.0753673388385,0.0014744145706899999,4.094668741300001e-05,6.50638949371e-05,7.64443704862e-05,2.57593652204e-05,0.0030354216378400004,0.00305002898904,0.00211955587823,0.00487668352414,0.034393593081400005
PEC,0.00159291471535,0.0,0.0,0.00197915292255,0.0,0.0207099506752,0.0406379106239,0.0,3.66622671946e-05,0.0,0.0,0.00028143833452,0.0,8.252527336499999e-05,0.0,0.00028835534111299995,0.006557895945270001,0.00297366185217,0.00827964379554,0.00892259872758,0.0010047599908400001,0.00276785592794,0.021953206249599996,0.00125072401874,0.0037474681507100004,4.07398354111e-05,0.0,0.0010807972851400002,0.0,0.0,0.0,4.91075346264e-05,0.0,0.0,0.239846743295,0.0014801467275899999,0.000756814877237,0.00313211845103,0.0,0.00019143885443,0.010454426852700002,0.00220975792981,0.00015495227469900001,0.00010981770261399999,0.000599686506303,0.0,0.0,5.00100020004e-05,0.000239188668732,0.000390567227549,0.00597072318003,0.0013576003499100003,0.0015750144753800001,0.00493353328421,0.0328400234661
PF,0.061136066775000004,0.0,0.0,0.0,0.0,0.00023743804351099995,0.0014132393929199999,0.0,0.00527121716492,0.0,0.0,0.023262265377099998,0.012698765120600001,0.000783990096967,0.0,0.00277679213425,0.00641736809963,0.029311809685599998,0.00398285004802,0.00289740306831,0.000838201499969,0.09909673832699999,0.0319901320733,0.0023263124701700002,0.0028735632183899996,0.0,0.0,0.022415893351699998,0.0,0.00212464589235,0.0,2.3876035623000002e-05,2.32266456078e-05,0.0,0.006130268199229999,0.00238110560525,0.0019394066464,0.000569476082005,0.00012039006380700001,0.0,0.062476445593999994,0.006711120580149999,0.0,0.00032945310784099997,0.0689817404537,0.00251517779705,0.0,9.03233576203e-05,5.44392653018e-05,0.0,0.0,0.000533803080044,0.00022143489813999996,0.000266733986176,0.0
PFG,0.041256491127499996,4.49357418891e-05,0.0004867687405969999,0.00013194352817,0.0,0.00546107500074,0.029922715861299996,0.010691563452899998,0.0037306697467700003,0.0,0.0,0.0156907920294,0.0019310379726199998,0.00099030328038,0.0,0.010446189659200002,0.011113799700799998,0.0016992353441,0.00878072669557,0.009836798189219998,0.0026299165480000004,0.026851313201599995,0.0330498145443,0.0126554069907,0.00490132362418,0.00047979246873600004,0.0006178833083240001,0.15427783219799998,0.0,0.033332865864499996,0.0,0.0062351593109199995,0.000155811779371,0.0140845070423,0.006130268199229999,0.0383551065062,0.034405097665900004,0.018792710706200002,0.00626028331795,0.216823646527,0.0,0.08636344274869999,0.00015495227469900001,0.0209751811992,0.0905485710661,0.00796433830233,4.094668741300001e-05,0.0041056413848,0.0009775715146049999,9.85668258894e-05,0.00249385651464,0.0005071129260419999,0.00638219293038,0.0167122947618,0.005494735822350001
PG,0.0025805218388600002,0.00024714658038999996,0.00168156474024,0.00514579759863,0.00236127508855,0.011959876262999998,0.023769752113099996,0.0,0.00175978882534,0.0,0.0,0.000615461983394,0.0,0.00016505054672999998,0.000491280642762,0.00849052972095,0.00114538850023,0.0,0.000108131487889,0.016653617401900002,0.000247278698184,0.001711604142,0.0245128030563,0.00650415258862,0.00576247084852,0.000153501455874,0.00176538088093,0.0929466805359,0.0,0.0077903682719500005,0.0,0.00206846061305,0.0,0.11307255715600001,0.0,0.313018855782,0.0797869013873,0.0,0.0035314418716599996,0.0028715828164499997,0.134834330178,0.0,0.023691899281599996,0.0026356248627300003,0.00257318171963,0.0216871246387,8.189337482600001e-05,0.0015421401857300002,0.0020460986705,0.000992482451287,0.010923387109499999,0.00460543961974,0.0010221496764,0.010419357490100001,0.0009327995768500001
PGM,0.0,6.74036128336e-05,0.000177006814762,0.0,0.180047225502,0.0580513772384,0.12126595888599999,0.0,0.0,0.0,0.0,0.0,0.0,8.252527336499999e-05,0.00391454628743,0.00141537730897,5.84282792872e-05,0.0,0.000585882146395,0.03445078226019999,0.0,0.00180039052401,0.011168220647200001,0.0126826543616,0.007288219195729999,0.0016139391315599999,0.000176538088093,0.010221524000000001,0.0,0.00104265029902,0.0,0.00045416698206,0.0,0.039480509117000004,0.0,0.0030246476607199996,0.00482266745099,0.0,0.0178177294434,0.0,0.0024166072419,0.00920708065126,0.0,0.0,0.0,0.000288709507881,0.0,0.00235047009402,7.64443704862e-05,0.000478235985721,0.00507008648971,0.0,0.000137854976565,0.00288281686559,0.0
PGa-IPa,9.55748829208e-05,0.013092649156799998,0.00955836799717,0.0,0.000590318772137,0.00032647730982700003,0.00042348222694,0.0,3.66622671946e-05,0.0,0.000211307996498,0.0,1.23383673872e-05,0.0208788941613,0.00233961993442,0.005463770874270001,0.0,0.0,0.0,0.0030144333670100005,0.0,0.00212956633405,0.00321534202601,0.00208366113117,0.00928129127947,0.00203060464369,0.0005296142642780001,0.013988118487,0.0032829940906100004,0.015264221181299999,0.0,0.0033819534252600004,0.00042328100710500003,0.00035410764872500003,0.0,0.00038612523328400005,0.00602788552259,0.0,0.0,0.00019143885443,3.96165121623e-05,0.00740974932641,6.19809098798e-05,0.0,0.00571781085594,0.140503397161,0.000450413561543,0.0297152072072,0.000691800746624,8.97757165498e-05,0.000270782561603,0.0014607634617199998,0.05773567482469999,0.0012286866111,0.0
S2E,0.06941922329479999,9.57964516994e-05,8.85034073812e-05,0.0,0.0,0.00014839877719400002,0.004334378142689999,0.00131762225652,0.0033729285819,0.0,0.0,0.0369737331835,0.007859873931720001,0.0,0.0,0.0006701125294150001,0.012615102964299999,0.00254885301614,0.00766163735202,0.00466459448216,0.00425008619173,0.0561063142755,0.0176600344461,0.006736286071520001,0.000218951025052,0.000139796345067,0.0,0.0010691800766599998,0.0006565988181219999,0.00418852083509,0.0,0.000916777597338,1.94764724213e-05,0.0,0.0,0.00019306261664200002,0.0012579935003699998,0.00626423690205,0.00012039006380700001,0.0255762309518,0.020750387656700002,0.0031144953787399995,0.0,0.00142763013398,0.0,0.00030355594102300003,4.094668741300001e-05,0.0014344592288100002,0.00010887853060400001,3.07957625031e-05,0.0,0.0,7.38116327133e-05,0.00041948262515699994,0.0
TE3,3.18582943069e-05,0.0409037713302,0.0272590494734,0.00422219290144,0.0,0.0004980372213269999,0.00017302186958999998,0.0,0.0,0.000214408233276,0.00335074108733,3.34023648874e-05,2.46767347745e-05,0.118299979369,0.00115728677222,0.013400226880000001,0.000276625172891,0.0,0.0,0.00648225418152,0.0,0.004843374332600001,0.0083660586004,0.0032284444996999997,0.00898030556748,0.0029262212616,0.006355371171329999,0.0749425857857,0.0,0.0121380232924,0.00089325591782,0.0054331038673,0.00218826179181,0.017465570096700002,0.00229885057471,0.0014801467275899999,0.0124204930648,0.0,0.0,0.013936748602499998,0.028354390827099996,0.0392057803457,0.000116016025372,0.292334724358,0.00385710917272,0.0,0.239128654492,0.050176046529800004,0.000370583946804,0.0009019128241589999,0.000765245409517,0.10164170357300001,0.060712764361399996,0.00196616020478,0.0004255082256559999
TEO,0.0,2.79876854184e-05,0.0,0.008180498746540001,0.000590318772137,0.00449897750511,0.000618578318306,0.0,0.0,0.0,0.0,0.0,0.0,0.0308644522385,0.0,0.0016614573560000002,0.0,0.0,0.0,0.000254859593407,0.0,0.000833113526198,0.00162183568084,0.0,0.00160957134651,6.86577411603e-06,0.0,0.009461019815690001,0.0,9.836323575700002e-05,0.0,2.3876035623000002e-05,0.0,0.0039837110481599994,0.0,0.0024454598108,0.00129107272081,0.0,0.0,0.00042116547974599996,0.00027731558513599997,0.0039021827809699997,0.0,0.0,0.0,0.00885442810455,0.0,0.0,0.0059399524518800005,0.0031509104768200004,0.0004807339378409999,0.179954660754,0.0281862754076,0.0018033409263499998,8.86760663297e-05
TPO,0.0,0.0877717105524,0.0187627223648,0.0,0.0,0.00121686997299,0.00221412785214,0.0,3.66622671946e-05,0.0064322469982799994,0.0149123071815,0.0,0.0,0.00169176810398,0.019278285720900002,0.00215657410279,0.0,0.0,0.000108131487889,0.00505143617412,0.0,0.00015903307888,0.00181123645151,0.00967436301106,0.0016310101590199999,0.00828920044992,0.011210168593899998,0.00222984349726,0.0236375574524,0.10708114012499999,0.07414024117910001,0.0778945889748,0.0361542815205,0.00117370892019,0.0,0.000128708411095,0.0017462806732200002,0.0,0.0,0.0,0.0,0.00316593451175,0.00032262524773000003,0.15143861190400001,0.00167873453108,0.161489225259,8.189337482600001e-05,0.0,0.00036079024490599993,0.0,7.45600954369e-05,0.00012335488394299998,0.008020904789380001,0.00385903216464,0.0
V1,0.0,0.0,0.0,0.0068610634648399995,0.031286894923299995,0.000267117798949,4.13916008967e-05,0.0,0.0,0.0,3.01868566426e-05,0.0,0.0,0.0,2.08220547204e-05,0.0006548788474129999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000490556781948,0.0007807487778610002,0.00229364115983,0.0,0.0,0.0,3.93452943028e-05,0.0,0.000126157495017,0.0,8.85269121813e-05,0.0,0.00579187849926,0.000733829541881,0.0,0.00044143023395800003,0.0,0.0,0.0010410143740799999,3.09904549399e-05,0.0,0.0,0.0,0.00028662681189099996,0.0,0.0,0.605472890423,0.06786630286669999,0.0017015441638900002,0.09680178896439999,0.24847396056200002,0.349137231783
V2,0.0,6.38325035108e-05,8.85034073812e-05,0.316268637023,0.031286894923299995,0.014289903970700003,0.00661897001895,0.0,0.000350324049746,0.00471698113208,3.01868566426e-05,0.0,0.0,0.0007014648236019999,0.000324704204999,0.006146571601090001,0.0,0.0,0.0,0.00148274228876,0.0,0.000222646310433,0.00010313531353100001,0.00138099673282,0.00914327446553,3.88772257212e-05,0.0,0.000613834754532,0.0,0.00027541706012,0.0,0.00176484946685,0.0,0.025104652941299998,0.023754789271999997,0.0364244803398,0.010711657837799999,0.0,0.00453469240339,0.0,0.0011273957159,0.012272964405399999,0.00190713919927,0.00021963540522700002,0.0,0.00028297792017000005,0.0285807878143,0.00595119023805,0.497665066774,0.0,0.208301019921,0.0524848021197,0.0423899575804,0.0736559396845,0.183382445216
V3A,0.0,0.0,0.0,0.023354004486099998,0.000590318772137,0.007196921899819999,0.00552834502828,0.0,0.0,0.0,0.0,0.0,0.0,0.00045388900350699994,0.0,0.00443928536361,0.0,0.0,0.0,0.0036121862152500004,0.0,0.00101127244257,0.00254400440044,0.0,0.0151274305813,3.06485227412e-05,0.0,0.0155757360469,0.0,5.90179414542e-05,0.0,0.000143256213738,0.0,0.041076487252099995,0.22528735632199998,0.00334641868846,0.10342176102,0.0,0.07648782053849999,0.0,0.00107871251606,0.0123299118024,0.0097381559229,0.0,5.52944429085e-05,0.000260190806592,0.0,0.00010002000400099999,0.00476171644103,0.00956451449038,0.0,0.00836317832176,0.009687822582479999,0.0075986896179199995,0.0353034595316
V4,0.0,0.000298330676628,0.0004867687405969999,0.0748119804724,0.00236127508855,0.009202108027389999,0.0014091725102699999,0.0,0.0,0.0,0.0,0.0,0.0,0.015473488755900001,0.00020822054720400003,0.0174034450563,0.0,0.00042480883602399996,0.0,0.0007499475408250001,0.0,0.0008204327479139999,0.0018105977264400001,0.0,0.008747238596389999,0.000160108387822,0.0005296142642780001,0.0181482611206,0.0,0.00108199559333,0.0,0.00100957081307,0.0,0.042118860471599996,0.00919540229885,0.0731707317073,0.060289893680800004,0.0,0.0018861109996400002,0.0025652806493600003,0.00457403227401,0.0410732395577,0.001898382114,0.00625960904898,2.76472214542e-05,0.020466194626,0.183645893047,0.0005253594826869999,0.0322334082219,0.041558166389800005,0.0197607672813,0.0,0.019843770058099997,0.014426727410799998,0.0251476584148
V4T,0.0,5.59753708368e-05,0.0,0.0700620134582,0.0,0.006253688346909999,0.00029446064542699995,0.0,0.0,0.0,0.0,0.0,0.0,0.0323086445224,0.0,0.0035301925540100003,0.0,0.00042480883602399996,0.000108131487889,0.000558719549743,0.0,0.00227591863464,0.00228648547915,0.0,0.022834194942299997,7.091595041560001e-06,0.0,0.0180528377758,0.0,0.00149512118351,0.0,0.00133705799489,0.0,0.0101149270505,0.016858237547899998,0.129866786795,0.07319493178339999,0.0,0.00842730446647,0.0114480434949,0.015388357497600001,0.0396577726091,0.000116016025372,0.0005490885130680001,5.52944429085e-05,0.0027365608919299998,0.00397182867906,0.0004301878018769999,0.0213234126981,0.0181453457082,0.007862183386100001,0.097129916187,0.0,0.0516786308722,0.018144150462599998
V5,0.0,0.0,0.0,0.023617891542400002,0.0,0.004304256459310001,0.00017218269945799998,0.0,0.0,0.0,0.0,3.34023648874e-05,0.0,0.009655456983700001,0.0,0.00170268500327,0.000296069077227,0.00042480883602399996,0.0,0.00016753224995799998,0.0,0.00044752902353699994,0.0005042170883759999,0.0,0.0305682826171,0.0,0.0,0.0007165210274310001,0.0,0.00481979855209,0.0,0.0430737237274,0.0,0.008764164305950001,0.0199233716475,0.015316300920299999,0.0392089195034,0.0,0.0437417231831,0.00026801439620200004,0.0009202464674089998,0.018484795813599998,2.30446605522e-05,0.00043927081045499995,0.0,0.00041424748846099997,0.00114650724756,0.00266124459913,0.0710425074701,0.0240885098225,0.0559519912936,0.022997618854099997,0.24993237495,0.0,0.0765183995561
V6,0.0,0.0,0.0,0.10238817786,0.030106257379000002,0.028007738237200003,0.00576535127835,0.0,0.0,0.0,0.0,0.0,0.0,0.0009490406436970001,0.0,0.011543914998399999,5.84282792872e-05,0.00042480883602399996,0.0,0.000884321658045,0.0,0.000254452926209,0.00238421041558,0.0,0.0320628711409,0.0,0.0,0.009750621468510001,0.0,0.0,0.0,0.0,0.0,0.00973796033994,0.15785440612999999,0.0140935710149,0.00995508874144,0.0,0.186724988964,0.000114863312658,3.96165121623e-05,0.0110840369886,0.0166180369196,0.0,0.0,0.0,0.0,0.00010002000400099999,0.152345127871,0.07856439454889999,0.182270400736,0.08874833276360002,0.0152095920689,0.051795904468900006,0.0
